date,sku_id,product_name,category,warehouse,unit_cost,shelf_life_days,lead_time_days,reorder_point,reorder_qty,demand_units,inventory_level,stockout_units,promotion,day_of_week,month,quarter,is_weekend,year,days_of_stock,stockout_flag
29-08-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,30,190,0,0,3,8,3,0,2024,6.3,0
30-08-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,163,0,0,4,8,3,0,2024,6,0
31-08-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,31,132,0,0,5,8,3,1,2024,4.3,0
01-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,108,0,0,6,9,3,1,2024,4.5,0
02-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,19,89,0,0,0,9,3,0,2024,4.7,0
03-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,65,0,0,1,9,3,0,2024,2.7,0
04-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,700,0,0,2,9,3,0,2024,28,0
05-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,21,679,0,0,3,9,3,0,2024,32.3,0
06-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,654,0,0,4,9,3,0,2024,26.2,0
07-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,29,625,0,0,5,9,3,1,2024,21.6,0
08-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,21,604,0,0,6,9,3,1,2024,28.8,0
09-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,582,0,0,0,9,3,0,2024,26.5,0
10-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,556,0,0,1,9,3,0,2024,21.4,0
11-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,530,0,0,2,9,3,0,2024,20.4,0
12-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,508,0,0,3,9,3,0,2024,23.1,0
13-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,483,0,0,4,9,3,0,2024,19.3,0
14-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,32,451,0,0,5,9,3,1,2024,14.1,0
15-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,31,420,0,0,6,9,3,1,2024,13.5,0
16-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,395,0,0,0,9,3,0,2024,15.8,0
17-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,371,0,0,1,9,3,0,2024,15.5,0
18-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,348,0,0,2,9,3,0,2024,15.1,0
19-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,322,0,0,3,9,3,0,2024,12.4,0
20-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,296,0,0,4,9,3,0,2024,11.4,0
21-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,31,265,0,0,5,9,3,1,2024,8.5,0
22-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,29,236,0,0,6,9,3,1,2024,8.1,0
23-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,209,0,0,0,9,3,0,2024,7.7,0
24-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,184,0,0,1,9,3,0,2024,7.4,0
25-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,157,0,0,2,9,3,0,2024,5.8,0
26-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,129,0,0,3,9,3,0,2024,4.6,0
27-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,106,0,0,4,9,3,0,2024,4.6,0
28-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,83,0,0,5,9,3,1,2024,3.6,0
29-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,34,49,0,0,6,9,3,1,2024,1.4,0
30-09-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,683,0,0,0,9,3,0,2024,26.3,0
01-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,17,666,0,0,1,10,4,0,2024,39.2,0
02-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,20,646,0,0,2,10,4,0,2024,32.3,0
03-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,622,0,0,3,10,4,0,2024,25.9,0
04-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,21,601,0,0,4,10,4,0,2024,28.6,0
05-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,577,0,0,5,10,4,1,2024,24,0
06-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,29,548,0,0,6,10,4,1,2024,18.9,0
07-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,19,529,0,0,0,10,4,0,2024,27.8,0
08-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,20,509,0,0,1,10,4,0,2024,25.4,0
09-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,487,0,0,2,10,4,0,2024,22.1,0
10-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,464,0,0,3,10,4,0,2024,20.2,0
11-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,441,0,0,4,10,4,0,2024,19.2,0
12-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,413,0,0,5,10,4,1,2024,14.8,0
13-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,387,0,0,6,10,4,1,2024,14.9,0
14-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,364,0,0,0,10,4,0,2024,15.8,0
15-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,21,343,0,0,1,10,4,0,2024,16.3,0
16-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,321,0,0,2,10,4,0,2024,14.6,0
17-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,299,0,0,3,10,4,0,2024,13.6,0
18-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,276,0,0,4,10,4,0,2024,12,0
19-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,248,0,0,5,10,4,1,2024,8.9,0
20-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,221,0,0,6,10,4,1,2024,8.2,0
21-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,199,0,0,0,10,4,0,2024,9,0
22-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,20,179,0,0,1,10,4,0,2024,9,0
23-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,157,0,0,2,10,4,0,2024,7.1,0
24-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,135,0,0,3,10,4,0,2024,6.1,0
25-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,113,0,0,4,10,4,0,2024,5.1,0
26-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,32,81,0,0,5,10,4,1,2024,2.5,0
27-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,57,0,0,6,10,4,1,2024,2.4,0
28-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,34,0,0,0,10,4,0,2024,1.5,0
29-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,669,0,0,1,10,4,0,2024,26.8,0
30-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,22,647,0,0,2,10,4,0,2024,29.4,0
31-10-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,619,0,0,3,10,4,0,2024,22.1,0
01-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,593,0,0,4,11,4,0,2024,22.8,0
02-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,33,560,0,0,5,11,4,1,2024,17,0
03-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,29,531,0,0,6,11,4,1,2024,18.3,0
04-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,505,0,0,0,11,4,0,2024,19.4,0
05-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,477,0,0,1,11,4,0,2024,17,0
06-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,30,447,0,0,2,11,4,0,2024,14.9,0
07-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,29,418,0,0,3,11,4,0,2024,14.4,0
08-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,32,386,0,0,4,11,4,0,2024,12.1,0
09-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,31,355,0,0,5,11,4,1,2024,11.5,0
10-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,30,325,0,0,6,11,4,1,2024,10.8,0
11-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,37,288,0,0,0,11,4,0,2024,7.8,0
12-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,29,259,0,0,1,11,4,0,2024,8.9,0
13-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,234,0,0,2,11,4,0,2024,9.4,0
14-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,209,0,0,3,11,4,0,2024,8.4,0
15-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,185,0,0,4,11,4,0,2024,7.7,0
16-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,35,150,0,0,5,11,4,1,2024,4.3,0
17-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,30,120,0,0,6,11,4,1,2024,4,0
18-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,92,0,0,0,11,4,0,2024,3.3,0
19-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,65,0,0,1,11,4,0,2024,2.4,0
20-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,30,35,0,0,2,11,4,0,2024,1.2,0
21-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,670,0,0,3,11,4,0,2024,26.8,0
22-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,646,0,0,4,11,4,0,2024,26.9,0
23-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,43,613,0,1,5,11,4,1,2024,14.3,0
24-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,53,579,0,1,6,11,4,1,2024,10.9,0
25-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,41,550,0,1,0,11,4,0,2024,13.4,0
26-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,40,525,0,1,1,11,4,0,2024,13.1,0
27-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,30,495,0,0,2,11,4,0,2024,16.5,0
28-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,470,0,0,3,11,4,0,2024,18.8,0
29-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,444,0,0,4,11,4,0,2024,17.1,0
30-11-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,416,0,0,5,11,4,1,2024,14.9,0
01-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,35,381,0,0,6,12,4,1,2024,10.9,0
02-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,353,0,0,0,12,4,0,2024,12.6,0
03-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,325,0,0,1,12,4,0,2024,11.6,0
04-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,30,295,0,0,2,12,4,0,2024,9.8,0
05-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,35,260,0,0,3,12,4,0,2024,7.4,0
06-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,21,239,0,0,4,12,4,0,2024,11.4,0
07-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,211,0,0,5,12,4,1,2024,7.5,0
08-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,183,0,0,6,12,4,1,2024,6.5,0
09-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,159,0,0,0,12,4,0,2024,6.6,0
10-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,136,0,0,1,12,4,0,2024,5.9,0
11-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,110,0,0,2,12,4,0,2024,4.2,0
12-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,87,0,0,3,12,4,0,2024,3.8,0
13-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,59,0,0,4,12,4,0,2024,2.1,0
14-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,31,28,0,0,5,12,4,1,2024,0.9,0
15-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,32,656,0,0,6,12,4,1,2024,20.5,0
16-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,628,0,0,0,12,4,0,2024,22.4,0
17-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,28,600,0,0,1,12,4,0,2024,21.4,0
18-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,575,0,0,2,12,4,0,2024,23,0
19-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,33,542,0,0,3,12,4,0,2024,16.4,0
20-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,515,0,0,4,12,4,0,2024,19.1,0
21-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,491,0,0,5,12,4,1,2024,20.5,0
22-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,464,0,0,6,12,4,1,2024,17.2,0
23-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,21,443,0,0,0,12,4,0,2024,21.1,0
24-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,27,416,0,0,1,12,4,0,2024,15.4,0
25-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,26,390,0,0,2,12,4,0,2024,15,0
26-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,25,365,0,0,3,12,4,0,2024,14.6,0
27-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,33,332,0,0,4,12,4,0,2024,10.1,0
28-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,33,299,0,0,5,12,4,1,2024,9.1,0
29-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,33,266,0,0,6,12,4,1,2024,8.1,0
30-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,24,242,0,0,0,12,4,0,2024,10.1,0
31-12-2024,SKU-001,Wireless Headphones,Electronics,WH-South,45,,4,132,660,23,219,0,0,1,12,4,0,2024,9.5,0
01-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,28,810,0,0,5,1,1,1,2022,28.9,0
02-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,27,783,0,0,6,1,1,1,2022,29,0
03-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,760,0,0,0,1,1,0,2022,33,0
04-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,26,734,0,0,1,1,1,0,2022,28.2,0
05-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,19,715,0,0,2,1,1,0,2022,37.6,0
06-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,19,696,0,0,3,1,1,0,2022,36.6,0
07-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,19,677,0,0,4,1,1,0,2022,35.6,0
08-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,24,653,0,0,5,1,1,1,2022,27.2,0
09-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,17,636,0,0,6,1,1,1,2022,37.4,0
10-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,21,615,0,0,0,1,1,0,2022,29.3,0
11-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,20,595,0,0,1,1,1,0,2022,29.8,0
12-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,572,0,0,2,1,1,0,2022,24.9,0
13-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,22,550,0,0,3,1,1,0,2022,25,0
14-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,20,530,0,0,4,1,1,0,2022,26.5,0
15-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,26,504,0,0,5,1,1,1,2022,19.4,0
16-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,26,478,0,0,6,1,1,1,2022,18.4,0
17-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,19,459,0,0,0,1,1,0,2022,24.2,0
18-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,20,439,0,0,1,1,1,0,2022,22,0
19-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,16,423,0,0,2,1,1,0,2022,26.4,0
20-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,18,405,0,0,3,1,1,0,2022,22.5,0
21-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,19,386,0,0,4,1,1,0,2022,20.3,0
22-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,25,361,0,0,5,1,1,1,2022,14.4,0
23-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,22,339,0,0,6,1,1,1,2022,15.4,0
24-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,20,319,0,0,0,1,1,0,2022,16,0
25-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,18,301,0,0,1,1,1,0,2022,16.7,0
26-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,22,279,0,0,2,1,1,0,2022,12.7,0
27-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,22,257,0,0,3,1,1,0,2022,11.7,0
28-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,22,235,0,0,4,1,1,0,2022,10.7,0
29-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,24,211,0,0,5,1,1,1,2022,8.8,0
30-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,20,191,0,0,6,1,1,1,2022,9.6,0
31-01-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,20,981,0,0,0,1,1,0,2022,49,0
01-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,958,0,0,1,2,1,0,2022,41.7,0
02-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,935,0,0,2,2,1,0,2022,40.7,0
03-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,24,911,0,0,3,2,1,0,2022,38,0
04-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,28,883,0,0,4,2,1,0,2022,31.5,0
05-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,30,853,0,0,5,2,1,1,2022,28.4,0
06-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,40,829,0,1,6,2,1,1,2022,20.7,0
07-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,36,803,0,1,0,2,1,0,2022,22.3,0
08-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,35,777,0,1,1,2,1,0,2022,22.2,0
09-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,36,756,0,1,2,2,1,0,2022,21,0
10-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,40,730,0,1,3,2,1,0,2022,18.2,0
11-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,30,707,0,1,4,2,1,0,2022,23.6,0
12-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,684,0,0,5,2,1,1,2022,29.7,0
13-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,29,655,0,0,6,2,1,1,2022,22.6,0
14-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,24,631,0,0,0,2,1,0,2022,26.3,0
15-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,608,0,0,1,2,1,0,2022,26.4,0
16-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,24,584,0,0,2,2,1,0,2022,24.3,0
17-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,22,562,0,0,3,2,1,0,2022,25.5,0
18-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,26,536,0,0,4,2,1,0,2022,20.6,0
19-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,27,509,0,0,5,2,1,1,2022,18.9,0
20-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,28,481,0,0,6,2,1,1,2022,17.2,0
21-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,25,456,0,0,0,2,1,0,2022,18.2,0
22-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,20,436,0,0,1,2,1,0,2022,21.8,0
23-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,21,415,0,0,2,2,1,0,2022,19.8,0
24-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,17,398,0,0,3,2,1,0,2022,23.4,0
25-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,25,373,0,0,4,2,1,0,2022,14.9,0
26-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,350,0,0,5,2,1,1,2022,15.2,0
27-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,28,322,0,0,6,2,1,1,2022,11.5,0
28-02-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,25,297,0,0,0,2,1,0,2022,11.9,0
01-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,29,268,0,0,1,3,1,0,2022,9.2,0
02-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,245,0,0,2,3,1,0,2022,10.7,0
03-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,27,218,0,0,3,3,1,0,2022,8.1,0
04-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,33,185,0,0,4,3,1,0,2022,5.6,0
05-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,38,147,0,0,5,3,1,1,2022,3.9,0
06-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,35,112,0,0,6,3,1,1,2022,3.2,0
07-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,28,894,0,0,0,3,1,0,2022,31.9,0
08-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,24,870,0,0,1,3,1,0,2022,36.2,0
09-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,30,840,0,0,2,3,1,0,2022,28,0
10-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,27,813,0,0,3,3,1,0,2022,30.1,0
11-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,29,784,0,0,4,3,1,0,2022,27,0
12-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,29,755,0,0,5,3,1,1,2022,26,0
13-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,31,724,0,0,6,3,1,1,2022,23.4,0
14-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,28,696,0,0,0,3,1,0,2022,24.9,0
15-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,28,668,0,0,1,3,1,0,2022,23.9,0
16-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,49,639,0,1,2,3,1,0,2022,13,0
17-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,40,614,0,1,3,3,1,0,2022,15.4,0
18-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,38,591,0,1,4,3,1,0,2022,15.6,0
19-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,53,554,0,1,5,3,1,1,2022,10.5,0
20-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,41,513,0,0,6,3,1,1,2022,12.5,0
21-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,29,484,0,0,0,3,1,0,2022,16.7,0
22-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,23,461,0,0,1,3,1,0,2022,20,0
23-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,25,436,0,0,2,3,1,0,2022,17.4,0
24-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,29,407,0,0,3,3,1,0,2022,14,0
25-03-2022,SKU-002,USB-C Hub,Electronics,WH-East,18.5,,9,364,810,32,375,0,0,4,3,1,0,2022,11.7,0
